utterance_idx,ut_len,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHYLIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS&CULTURE,CRIME,TRAVEL,RELIGION,Talker,context_encoded,Empathy,,,
4,91,0.064,0.185,0.751,0.469407591,0.127398456,0.052253954,0.011681973,0.019482252,0.319775775,0.012,0.06,0.21,0.249,0.469,0.002,0.001,0.997,0.045846704,0,0.021529073,0.922768116,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,,,
5,82,0.132,0.243,0.625,0.256141886,0.209632002,0.075312443,0.054537732,0.121284521,0.283091415,0.066,0.438,0.067,0.107,0.322,0,0,0,0.043337941,0,0,0.845104933,0,0,0,0,0,0,0,0,0.063686766,0,0,0,1,3,5,,,
3,107,0.957,0.037,0.007,0.012067894,0.125198979,0.332713308,0.042232299,0.468884107,0.018903414,0.013,0.575,0.073,0.007,0.331,0,0,0,0.688271523,0,0,0,0,0,0.159624547,0,0.094259128,0,0,0,0,0,0,0,1,2,4,,,
4,57,0.912,0.076,0.012,0.095438608,0.177388129,0.152725597,0.108108123,0.346641457,0.119698087,0.14,0.126,0.182,0.02,0.532,0.591,0.386,0.023,0,0,0.217593789,0.544869781,0,0,0,0,0,0,0,0,0,0.07111641,0,0,2,1,4,,,
1,122,0.408,0.379,0.213,0.19045151,0.444255429,0.144682951,0.005218185,0.062650033,0.152741892,0.043,0.183,0.213,0.018,0.543,0.109,0.054,0.837,0.944313526,0,0,0.008407325,0,0,0.019299135,0,0,0,0,0,0,0,0,0,1,29,4,,,
3,119,0.964,0.03,0.006,0.034169806,0.1398818,0.23958044,0.025544736,0.489020418,0.0718028,0.02,0.311,0.11,0.014,0.545,0.905,0.073,0.022,0.366939873,0,0,0.308553606,0,0,0,0,0.117396563,0,0,0,0,0,0,0,1,11,2,,,
3,143,0.948,0.047,0.005,0.012392154,0.361901441,0.253581386,0.015812118,0.336018603,0.020294299,0.037,0.385,0.135,0.007,0.436,0.937,0.036,0.027,0,0,0,0.158656329,0.289460152,0,0,0.262605935,0,0,0,0,0,0,0,0,1,27,4,,,
2,51,0.643,0.348,0.009,0.018931603,0.222140909,0.463286168,0.089989832,0.191711287,0.013940202,0.001,0.898,0.074,0.001,0.025,0,0,0,0,0.123830579,0,0.263523877,0,0,0,0,0,0,0.255258918,0,0,0,0,0,2,17,3,,,
3,94,0.561,0.296,0.142,0.453536544,0.124877884,0.158018342,0,0.077106718,0.186460512,0.035,0.046,0.396,0.026,0.497,0.154,0.123,0.723,0.179081768,0,0,0.353342205,0,0.160394877,0,0,0,0,0,0,0,0,0,0,1,17,3,,,
4,44,0.064,0.247,0.688,0.383200977,0.101224584,0.09113911,0.02792996,0.300738506,0.095766862,0.034,0.055,0.438,0.017,0.456,0.008,0.01,0.982,0.043744288,0,0.086488336,0.760155976,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3,,,
4,28,0.004,0.189,0.807,0.435457486,0.089261855,0.018640421,0.106413255,0.079805076,0.270421906,0.148,0.017,0.489,0.039,0.306,0,0,0,0.334748924,0,0.233755484,0.162742093,0,0,0,0,0,0,0,0,0,0,0,0,2,19,4,,,
2,41,0.298,0.646,0.056,0.084054702,0.397254703,0.242413519,0.093848293,0.100517779,0.081911004,0.002,0.545,0.353,0.001,0.099,0,0,0,0.157638282,0,0.308300227,0.279375136,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,,,
4,107,0.257,0.398,0.344,0.299921861,0.226891614,0.164861021,0,0.164222739,0.144102766,0.009,0.391,0.109,0.046,0.445,0.077,0.598,0.325,0.51404655,0,0,0.088548616,0,0,0.327031046,0,0,0,0,0,0,0,0,0,2,31,4,,,
1,133,0.102,0.27,0.628,0.425085597,0.165181046,0.202172007,0,0.023165988,0.184395362,0.011,0.026,0.456,0.018,0.489,0.008,0.004,0.989,0.969950616,0.006974582,0,0.007845708,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,,,
2,34,0.904,0.085,0.011,0.054741651,0.127954721,0.679760818,0.040016926,0.075197963,0.022327922,0.003,0.124,0.096,0.002,0.776,0.651,0.159,0.19,0.26688391,0,0.303306341,0,0,0,0.217032909,0,0,0,0,0,0,0,0,0,2,31,3,,,
4,63,0.866,0.118,0.016,0.017991356,0.530823057,0.225078482,0.045575111,0.14463926,0.035892734,0.004,0.109,0.16,0.002,0.725,0.729,0.074,0.197,0,0,0.095903933,0.763146937,0.044406783,0,0,0,0,0,0,0,0,0,0,0,2,13,4,,,
5,70,0.089,0.295,0.616,0.282409768,0.266661086,0.071221201,0.012177014,0.174131948,0.193398984,0.005,0.198,0.141,0.188,0.468,0.049,0.45,0.5,0.544632852,0,0,0.197811157,0,0,0.104558177,0,0,0,0,0,0,0,0,0,1,13,4,,,
3,108,0.142,0.277,0.581,0.309441035,0.164883484,0.372055921,0.016652208,0.023407791,0.11355956,0.003,0.006,0.365,0.004,0.622,0.004,0.001,0.995,0.922580779,0,0,0.01539741,0,0,0.037548341,0,0,0,0,0,0,0,0,0,1,24,4,,,
2,33,0.193,0.783,0.024,0.071263401,0.170067992,0.350515794,0.234917918,0.105331195,0.0679037,0,0.892,0.073,0.004,0.03,0,0,0,0,0,0.03185986,0,0,0,0,0,0,0,0.009225061,0,0,0,0.92992717,0,2,23,1,,,
3,132,0.555,0.246,0.199,0.08185864,0.182996299,0.444761961,0.077739928,0.124329971,0.088313201,0.041,0.21,0.128,0.067,0.553,0.558,0.076,0.367,0.014318283,0,0,0,0,0,0,0,0,0.15532738,0,0,0,0,0.795267105,0,1,23,1,,,
3,92,0.677,0.261,0.063,0.330543408,0.19734352,0.06827613,0.017788117,0.228919161,0.157129665,0.004,0.128,0.057,0.004,0.808,0.207,0.357,0.436,0.916931868,0,0.012912362,0.032014821,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,,,
1,59,0.877,0.119,0.004,0.029364282,0.328610419,0.259029238,0.036585643,0.318029463,0.028380956,0.004,0.031,0.382,0,0.583,0.605,0.015,0.379,0.234153092,0,0,0.575919807,0,0.067073144,0,0,0,0,0,0,0,0,0,0,1,13,4,,,
4,107,0.308,0.382,0.31,0.320103673,0.099060297,0.076975407,0.111875464,0.130314366,0.261670793,0.068,0.111,0.177,0.171,0.473,0.162,0.124,0.715,0.150043041,0.715340674,0,0,0,0,0,0,0,0,0.035380293,0,0,0,0,0,2,13,4,,,
5,88,0.65,0.241,0.11,0.047721635,0.62633794,0.1269934,0.010294302,0.134429698,0.054223026,0.028,0.048,0.55,0.002,0.372,0,0,0,0.107702166,0,0,0.82189405,0,0,0,0,0,0,0,0,0,0.037313912,0,0,1,13,4,,,
1,236,0.461,0.214,0.325,0.219396933,0.291977497,0.093077448,0.060000973,0.06487605,0.270671099,0.32,0.024,0.144,0.155,0.357,0.172,0.089,0.739,0,0.399043471,0,0,0,0,0,0,0.171435654,0,0,0,0,0,0.111043401,0,1,9,4,,,
2,64,0.188,0.221,0.591,0.331529303,0.10438257,0.113030637,0.093260177,0.15381659,0.203980723,0.022,0.078,0.143,0.112,0.645,0.091,0.047,0.862,0.023463434,0,0.225234091,0.655661285,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,,,
2,49,0.041,0.268,0.692,0.487665511,0.13602063,0.169886632,0,0.03686314,0.169564086,0.003,0.014,0.637,0.014,0.331,0,0,0,0.457911283,0,0.110773757,0,0,0,0.236787424,0,0,0,0,0,0,0,0,0,2,28,4,,,
4,45,0.076,0.457,0.467,0.433419398,0.099936602,0.082909968,0.050181265,0.108461446,0.225091321,0.016,0.059,0.214,0.051,0.66,0.022,0.157,0.821,0.077897921,0,0.088423036,0.70931834,0,0,0,0,0,0,0,0,0,0,0,0,2,28,4,,,
4,22,0.004,0.051,0.946,0.242726966,0.037171269,0.005499712,0.031782414,0.08555914,0.597260499,0.01,0.002,0.131,0.307,0.549,0.002,0.057,0.941,0.249200106,0,0.326004088,0.223875865,0,0,0,0,0,0,0,0,0,0,0,0,2,26,3,,,
3,100,0.944,0.051,0.005,0.014997611,0.100605373,0.285717874,0.036771558,0.543799152,0.018108432,0.003,0.339,0.201,0.005,0.452,0.961,0.012,0.027,0.815140605,0,0,0.035718374,0,0,0.062126342,0,0,0,0,0,0,0,0,0,1,12,3,,,
1,86,0.278,0.502,0.22,0.037700979,0.150409482,0.495923193,0.063329619,0.196574962,0.056061764,0.004,0.198,0.308,0.013,0.476,0.351,0.123,0.526,0.173311621,0,0.264583319,0,0,0,0,0,0.37607798,0,0,0,0,0,0,0,1,3,3,,,
2,41,0.249,0.741,0.01,0.03660455,0.305743786,0.274510144,0.254066458,0.080090337,0.048984725,0.001,0.959,0.024,0.001,0.015,0,0,0,0.110856004,0,0.628781438,0.191693783,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,,,
1,107,0.04,0.28,0.68,0.363109992,0.201140897,0.10270398,0.029511561,0.04105017,0.262483399,0.015,0.015,0.505,0.018,0.446,0,0,0,0.77078402,0,0,0,0.184833273,0,0.014549847,0,0,0,0,0,0,0,0,0,1,25,3,,,
1,36,0.327,0.431,0.242,0.047685389,0.245190972,0.609173556,0.005457438,0.056234807,0.03625784,0.029,0.381,0.476,0.014,0.101,0,0,0,0,0,0.270250917,0.514436126,0,0,0.063814357,0,0,0,0,0,0,0,0,0,1,19,4,,,
1,71,0.45,0.415,0.135,0.033751609,0.535099168,0.287544192,0.006408015,0.088666056,0.04853096,0.021,0.251,0.292,0.008,0.428,0.358,0.172,0.47,0.206047669,0,0,0.698701322,0,0,0.029289952,0,0,0,0,0,0,0,0,0,1,21,3,,,
2,31,0.456,0.522,0.022,0.035845133,0.151887442,0.232209398,0.144638922,0.393764282,0.041654823,0,0.81,0.154,0.001,0.035,0,0,0,0.157019168,0,0,0.490355223,0,0,0.196800932,0,0,0,0,0,0,0,0,0,2,21,3,,,
4,37,0.603,0.378,0.018,0.063933812,0.150013461,0.705260513,0.020725729,0.03804004,0.022026446,0.008,0.128,0.485,0.007,0.372,0,0,0,0,0,0.462702423,0.251195878,0,0.213491723,0,0,0,0,0,0,0,0,0,0,2,10,4,,,
1,90,0.005,0.127,0.868,0.331210795,0.28481215,0.013569582,0.00505069,0.077993091,0.287363692,0.14,0.022,0.105,0.449,0.284,0,0,0,0,0,0,0.422086239,0,0,0,0.106262401,0,0,0,0.379802913,0,0,0,0,1,14,3,,,
2,26,0.262,0.683,0.054,0.055419397,0.383905482,0.217523375,0.071795574,0.18850851,0.082847662,0,0.753,0.219,0.001,0.026,0,0,0,0.021766795,0,0.044800587,0.892378628,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2,,,
4,30,0.12,0.86,0.02,0.045891251,0.410046022,0.260418745,0.088218687,0.105203237,0.090222059,0.003,0.905,0.076,0.001,0.015,0,0,0,0.521168888,0,0.321191669,0,0,0,0,0,0,0,0,0,0.042028792,0,0,0,2,5,4,,,
2,84,0.636,0.177,0.188,0.20530839,0.101599239,0.418794599,0.07322445,0.075702089,0.125371234,0.06,0.047,0.295,0.024,0.574,0.082,0.029,0.889,0,0,0,0.430361092,0,0,0.2462461,0,0,0,0,0,0.083695516,0,0,0,2,5,4,,,
4,35,0.101,0.115,0.783,0.241120639,0.261626602,0.062994377,0.064974045,0.078745678,0.290538659,0.016,0.041,0.161,0.012,0.77,0.005,0.003,0.991,0,0,0.262612104,0.313464522,0,0,0,0,0,0,0.151389152,0,0,0,0,0,2,25,3,,,
2,25,0.556,0.44,0.004,0.017104333,0.35922022,0.343866795,0.042694845,0.186261016,0.050852792,0,0.845,0.128,0,0.026,0,0,0,0.122611806,0,0,0.560202241,0,0.15882352,0,0,0,0,0,0,0,0,0,0,2,7,3,,,
4,40,0.042,0.856,0.103,0.292362859,0.326538263,0.12633093,0.039206317,0.057293594,0.158268038,0.001,0.934,0.031,0.005,0.029,0,0,0,0.33117336,0,0,0.181608543,0,0.211929724,0,0,0,0,0,0,0,0,0,0,2,7,3,,,
1,24,0.903,0.094,0.003,0.020006079,0.163530664,0.22452016,0.040559327,0.494783007,0.056600765,0.007,0.051,0.546,0.002,0.395,0,0,0,0.543037176,0,0.187832087,0,0,0.105413817,0,0,0,0,0,0,0,0,0,0,1,10,4,,,
1,67,0.978,0.019,0.003,0.01514519,0.405271281,0.353734901,0.01598445,0.17031158,0.039552598,0.005,0.164,0.165,0.001,0.664,0.958,0.012,0.029,0.145251319,0,0.211478427,0,0,0,0,0,0.529704928,0,0,0,0,0,0,0,1,6,4,,,
2,103,0.795,0.168,0.037,0.043978056,0.351905764,0.341033708,0.042596881,0.180857227,0.039628364,0.008,0.115,0.41,0.022,0.445,0.514,0.064,0.422,0,0,0,0.689851224,0,0.082210966,0.095638804,0,0,0,0,0,0,0,0,0,2,6,4,,,
1,70,0.3,0.425,0.275,0.382202667,0.195098789,0.062585239,0,0.068583942,0.291529364,0.006,0.359,0.017,0.003,0.615,0.077,0.335,0.588,0.397528678,0,0,0.141047075,0,0,0.369054437,0,0,0,0,0,0,0,0,0,1,29,4,,,
2,73,0.134,0.673,0.193,0.226499284,0.267596527,0.204381311,0.076546903,0.118929298,0.106046676,0.005,0.669,0.107,0.015,0.205,0,0,0,0,0,0.465565682,0.335218936,0,0,0,0,0.07936988,0,0,0,0,0,0,0,2,17,4,,,
2,50,0.084,0.311,0.605,0.086902319,0.048421201,0.019690744,0.769002481,0.011498744,0.064484512,0.068,0.04,0.123,0.174,0.594,0.07,0.137,0.793,0,0,0.101707324,0,0,0,0,0,0.417814493,0,0.44143191,0,0,0,0,0,2,4,4,,,
1,85,0.216,0.174,0.61,0.092875533,0.118438226,0.026803036,0.004095118,0.049284242,0.708503845,0.386,0.079,0.066,0.094,0.375,0,0,0,0.468607694,0,0,0.134278506,0,0,0.278092086,0,0,0,0,0,0,0,0,0,1,13,3,,,
3,176,0.954,0.033,0.013,0.044114075,0.256064007,0.350529665,0.023358953,0.26530851,0.060624791,0.01,0.553,0.15,0.004,0.283,0,0,0,0.849721789,0,0,0.085534282,0,0,0.039363157,0,0,0,0,0,0,0,0,0,1,13,3,,,
2,57,0.147,0.462,0.392,0.222962319,0.186487249,0.105216817,0.032976071,0.134187458,0.318170086,0.033,0.317,0.315,0.027,0.308,0,0,0,0,0,0.024972158,0.871118307,0,0.039122883,0,0,0,0,0,0,0,0,0,0,2,13,2,,,
4,60,0.058,0.166,0.777,0.907086024,0.009309823,0.011586435,0.00284585,0.008383047,0.060788821,0.152,0.011,0.345,0.336,0.156,0,0,0,0.127187595,0,0,0.580804586,0.071407341,0,0,0,0,0,0,0,0,0,0,0,2,13,2,,,
2,35,0.027,0.343,0.629,0.317070403,0.244046271,0.028772076,0.020196176,0.077836503,0.312078571,0.002,0.523,0.282,0.035,0.157,0,0,0,0.062607124,0,0.116688244,0.759272337,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,,,
4,58,0.167,0.587,0.246,0.280232035,0.219485897,0.073411891,0.071882505,0.217012799,0.137974873,0.006,0.263,0.252,0.029,0.45,0.079,0.093,0.828,0,0,0,0.467384219,0,0,0.105628684,0,0.31207186,0,0,0,0,0,0,0,2,23,5,,,
1,33,0.873,0.112,0.015,0.014179822,0.130333904,0.196533449,0.040768135,0.564436247,0.053748443,0.008,0.24,0.334,0.007,0.41,0.898,0.063,0.039,0.573315263,0,0.137479618,0,0,0,0.185660809,0,0,0,0,0,0,0,0,0,1,1,3,,,
4,36,0.874,0.124,0.003,0.030308397,0.261221566,0.479098309,0.05460186,0.133037059,0.041732809,0.001,0.614,0.198,0.001,0.186,0,0,0,0.103719108,0,0.064937845,0.769951046,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,,,
4,84,0.616,0.322,0.063,0.130405283,0.228245532,0.264839062,0.099086977,0.2060045,0.071418646,0.003,0.236,0.159,0.007,0.595,0.74,0.088,0.172,0.247803778,0,0,0.05406284,0,0,0.579918921,0,0,0,0,0,0,0,0,0,2,1,4,,,
4,109,0.086,0.73,0.184,0.316193536,0.116117444,0.036144072,0.034266515,0.057474134,0.439804299,0.017,0.01,0.209,0.038,0.726,0.02,0.106,0.874,0.33580938,0,0,0.143657938,0,0,0.269627005,0,0,0,0,0,0,0,0,0,2,15,4,,,
1,108,0.036,0.115,0.849,0.26819983,0.222338337,0.149200443,0.02114349,0.036712675,0.302405226,0.006,0.004,0.452,0.012,0.526,0.009,0.002,0.989,0.965696752,0,0,0,0,0,0.013313149,0,0,0,0.007780592,0,0,0,0,0,1,24,3,,,
1,131,0.854,0.113,0.034,0.081657343,0.150999457,0.62366746,0.023442391,0.071990686,0.048242663,0.017,0.14,0.283,0.005,0.555,0.375,0.027,0.598,0.891212046,0,0,0.006585702,0,0,0,0,0,0,0,0,0,0,0.094644263,0,1,11,4,,,
2,26,0.102,0.885,0.014,0.302660188,0.255034384,0.225485148,0.070555921,0.053716197,0.092548163,0.001,0.882,0.059,0,0.058,0,0,0,0.474682719,0,0.164593726,0.154155746,0,0,0,0,0,0,0,0,0,0,0,0,2,29,3,,,
4,28,0.43,0.535,0.034,0.020243815,0.441094554,0.188520206,0.154929137,0.148901484,0.046310803,0.001,0.931,0.045,0.002,0.021,0,0,0,0.32855013,0,0,0.218870446,0,0.276799798,0,0,0,0,0,0,0,0,0,0,2,29,2,,,
2,28,0.132,0.78,0.088,0.263969028,0.192088015,0.204979728,0.097882524,0.136384239,0.104696465,0.002,0.668,0.254,0.001,0.075,0,0,0,0.792338193,0,0.140572384,0,0,0.029847166,0,0,0,0,0,0,0,0,0,0,2,25,4,,,
4,63,0.902,0.071,0.027,0.034726656,0.250076696,0.288270614,0.036172749,0.36244112,0.028312165,0.013,0.135,0.114,0.023,0.715,0.531,0.032,0.437,0.306328952,0,0,0.346857697,0.116015978,0,0,0,0,0,0,0,0,0,0,0,2,25,4,,,
4,68,0.042,0.328,0.63,0.236921527,0.32213764,0.098930862,0.025519367,0.074028077,0.242462528,0.006,0.093,0.473,0.026,0.403,0,0,0,0.399710476,0,0,0.275453478,0,0,0,0,0,0,0.142040506,0,0,0,0,0,2,20,4,,,
4,33,0.083,0.241,0.676,0.696506447,0.067786581,0.146848088,0.007918393,0.006579193,0.074361299,0.002,0.058,0.318,0.092,0.53,0.002,0.003,0.995,0,0,0.217729494,0,0.226725966,0,0,0,0,0,0,0,0,0,0.286031365,0,2,9,4,,,
2,63,0.21,0.724,0.066,0.071724276,0.363986436,0.22645193,0.120510277,0.128634787,0.088692294,0.001,0.711,0.058,0.006,0.224,0,0,0,0,0,0.095957279,0.697528124,0,0,0.078654148,0,0,0,0,0,0,0,0,0,2,17,4,,,
3,31,0.005,0.067,0.927,0.408850881,0.103478375,0.062286321,0.020218801,0.04822114,0.356944482,0.069,0.075,0.142,0.049,0.665,0.002,0.007,0.991,0.15333508,0,0,0.532039166,0,0,0,0,0,0,0,0,0.131703854,0,0,0,1,17,4,,,
1,78,0.67,0.217,0.113,0.04581422,0.300894435,0.402109807,0.045249189,0.154720802,0.051211548,0.014,0.465,0.074,0.031,0.417,0,0,0,0,0,0.156166807,0.15653868,0,0,0,0,0,0,0,0,0,0,0.409815639,0,1,5,4,,,
4,71,0.053,0.81,0.137,0.348202823,0.250993718,0.058698908,0.061148218,0.039838365,0.241117969,0.001,0.675,0.188,0.018,0.118,0,0,0,0,0,0.010366808,0,0,0,0.026543729,0,0,0,0,0,0,0,0.924040437,0,2,5,4,,,
4,72,0.196,0.377,0.427,0.238409605,0.150591773,0.036848436,0.030160726,0.083615975,0.460373486,0.075,0.03,0.25,0.21,0.434,0.082,0.162,0.757,0.187022045,0,0,0.254543573,0,0,0,0,0.130081713,0,0,0,0,0,0,0,2,5,3,,,
4,78,0.106,0.428,0.466,0.345010616,0.163899414,0.058112966,0.029473788,0.139673159,0.263830056,0.003,0.112,0.266,0.012,0.608,0.073,0.285,0.641,0.428314924,0.195047349,0.117633268,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,,,
1,37,0.793,0.188,0.019,0.031602103,0.185339832,0.468739794,0.024014827,0.253310458,0.036992986,0.007,0.311,0.181,0.004,0.497,0.888,0.03,0.082,0.453358382,0,0,0.152604014,0,0,0.11727982,0,0,0,0,0,0,0,0,0,1,18,2,,,
2,26,0.183,0.784,0.033,0.022146479,0.517096181,0.239386863,0.071417673,0.097040596,0.052912209,0.001,0.95,0.022,0.001,0.025,0,0,0,0.247301564,0,0.185371727,0.307176083,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,,,
4,54,0.15,0.801,0.049,0.12270364,0.310414096,0.345421141,0.088310136,0.07130297,0.061848017,0.001,0.933,0.02,0.001,0.045,0,0,0,0,0,0,0.037643977,0,0,0,0,0.0340808,0,0.850987256,0,0,0,0,0,2,11,4,,,
5,116,0.914,0.055,0.03,0.052123394,0.284266192,0.295115846,0.080413094,0.216951295,0.07113018,0.01,0.374,0.117,0.005,0.494,0.655,0.035,0.311,0.142394751,0,0,0.388806164,0,0.23026599,0,0,0,0,0,0,0,0,0,0,1,11,4,,,
4,101,0.058,0.254,0.688,0.455542308,0.052343292,0.03180122,0,0.02669144,0.433621741,0.112,0.015,0.182,0.13,0.56,0.004,0.008,0.988,0.583607972,0,0,0.021706022,0,0,0.352614254,0,0,0,0,0,0,0,0,0,2,15,5,,,
5,87,0.883,0.097,0.02,0.097431353,0.092266594,0.159014219,0.085039689,0.491970456,0.074277689,0.054,0.296,0.062,0.024,0.564,0.836,0.059,0.106,0.165468127,0,0.104046665,0,0,0,0.604175627,0,0,0,0,0,0,0,0,0,1,17,4,,,
2,47,0.278,0.555,0.166,0.077089118,0.26059804,0.288840238,0.095239754,0.087395576,0.190837274,0.005,0.024,0.732,0.007,0.232,0,0,0,0.705667317,0,0,0.056218788,0,0,0.121701628,0,0,0,0,0,0,0,0,0,2,0,3,,,
1,77,0.061,0.263,0.677,0.475927859,0.15994739,0.056831712,0,0.054919616,0.252373424,0.012,0.044,0.299,0.05,0.595,0.017,0.109,0.874,0.970965087,0,0.005267373,0.008643456,0,0,0,0,0,0,0,0,0,0,0,0,1,28,4,,,
1,41,0.006,0.095,0.899,0.378149285,0.281764802,0.04559004,0.01853448,0.030512276,0.245449117,0.003,0.128,0.397,0.024,0.448,0.004,0.007,0.989,0.107260153,0,0.036622785,0.77568984,0,0,0,0,0,0,0,0,0,0,0,0,1,29,4,,,
2,82,0.875,0.107,0.018,0.017011841,0.396230286,0.312150827,0.048577559,0.097535704,0.128493784,0.036,0.723,0.086,0.002,0.153,0,0,0,0.207962915,0,0,0,0,0,0.606362164,0,0,0,0.044638753,0,0,0,0,0,2,12,3,,,
4,58,0.939,0.059,0.003,0.001591525,0.52888337,0.296018737,0.006880625,0.164756447,0.001869295,0.007,0.177,0.097,0,0.719,0.889,0.069,0.041,0.425471664,0,0,0.301020801,0.088911787,0,0,0,0,0,0,0,0,0,0,0,2,12,3,,,
4,83,0.532,0.452,0.016,0.060911264,0.155135133,0.205515541,0.219558223,0.289331118,0.069548721,0.003,0.818,0.074,0.002,0.103,0,0,0,0.099333957,0,0,0.340736747,0,0,0,0,0.332165152,0,0,0,0,0,0,0,2,19,2,,,
